nomBénéficiaire,idBeneficiaire,montant,objet,datesPériodeVersement,montant_reuse,nature,datepublication,dateConvention,nomAttribuant,idAttribuant
COOP ET BAT,53310615900023.0,250000,Subvention d'investissement,2021-12-20/2022-06-20,Entre 100 000€ et 500 000€,aide en numéraire,44624,44550,BORDEAUX METROPOLE,24330031600011.0
COOP'ALPHA,48237148100060.0,55000,Subvention de fonctionnement,2022-06-23/2022-12-23,Entre 30 000€ et 100 000€,aide en numéraire,44805,44735,BORDEAUX METROPOLE,24330031600011.0
COOP'ALPHA,82524131800021.0,6000,Subvention de Fonctionnement,2022-01-24/2022-07-24,Inférieur à 30 000€,aide en numéraire,44624,44585,BORDEAUX METROPOLE,24330031600011.0
COOPERATIVE FUNERAIRE SYPRES,85240874900000.0,8594,ESS aide à investis. Immobilier (local),2020-01-22/2020-07-22,Inférieur à 30 000€,aide en numéraire,43887,43852,BORDEAUX METROPOLE,24330031600000.0
COP RES PALMER,3271960100018.0,10000,Aide au fonctionnement,2025-05-23 / 2025-11-23,Inférieur à 30 000€,Aide en numéraire,45911,45800,BORDEAUX METROPOLE,24330031600011.0
COS Bordeaux Métropole,48301340500012.0,1680000,Fonctionnement,2019-02-14/2019-08-14,Supérieur à 500 000€,aide en numéraire,43557,43510,BORDEAUX METROPOLE,24330031600011.0
COS DU PERSONNEL DE BORDEAUX METROPOLE,48301340500012.0,1800000,Fonctionnement,2021-04-09/2021-10-09,Supérieur à 500 000€,aide en numéraire,44418,44295,BORDEAUX METROPOLE,24330031600011.0
COS DU PERSONNEL DE BORDEAUX METROPOLE,48301340500000.0,1680000,Fonctionnement,2020-01-28/2020-07-28,Supérieur à 500 000€,aide en numéraire,43887,43858,BORDEAUX METROPOLE,24330031600000.0
COS du personnel de Bordeaux Métropole,48301340500012.0,1970000,aide au fonctionnement,2024-03-04/2024-09-04,Supérieur à 500 000€,aide en numéraire,45386,45355,BORDEAUX METROPOLE,24330031600011.0
CREAC,41993219900000.0,47500,"Saison du cirque ""la citécirque""",2020-03-16/2020-09-16,Entre 30 000€ et 100 000€,aide en numéraire,43929,43906,BORDEAUX METROPOLE,24330031600000.0
CREAC DE BEGLES,37809063300017.0,47500,saison cirque,2019-02-20/2019-08-20,Entre 30 000€ et 100 000€,aide en numéraire,43557,43516,BORDEAUX METROPOLE,24330031600011.0
CREAC DE BEGLES,37809063300017.0,47500,Fonctionnement,2021-03-15/2021-09-15,Entre 30 000€ et 100 000€,aide en numéraire,44418,44270,BORDEAUX METROPOLE,24330031600011.0
CREAC de BEGLES,37809063300017.0,47500,Temps forts du cirque 2022,2022-02-23/2022-08-23,Entre 30 000€ et 100 000€,aide en numéraire,44624,44615,BORDEAUX METROPOLE,24330031600011.0
CREAC DE BEGLES,37809063300017.0,47500,Aide au fonctionnement,2025-06-04 / 2025-12-04,Entre 30 000€ et 100 000€,Aide en numéraire,45695,45812,BORDEAUX METROPOLE,24330031600011.0
CREAC de Bègles,37809063300017.0,47500,Citécirque,2024-03-04/2024-09-04,Entre 30 000€ et 100 000€,aide en numéraire,45386,45355,BORDEAUX METROPOLE,24330031600011.0
CREAC de Bègles,37809063300017.0,47500,Cirque Baraka 2023,2023-03-01/2023-09-01,Entre 30 000€ et 100 000€,aide en numéraire,45014,44986,BORDEAUX METROPOLE,24330031600011.0
CREAQ,41993219900039.0,62000,Subvention complémentaire,2023-12-02/2024-06-02,Entre 30 000€ et 100 000€,aide en numéraire,45324,45262,BORDEAUX METROPOLE,24330031600011.0
CREAQ,41993219900021.0,60000,Ma rénov Bordeaux Métropole,2021-06-09/2021-12-09,Entre 30 000€ et 100 000€,aide en numéraire,44518,44356,BORDEAUX METROPOLE,24330031600011.0
CREAQ,41993219900000.0,10000,Zéro déchets,2020-05-11/2020-11-11,Inférieur à 30 000€,aide en numéraire,43984,43962,BORDEAUX METROPOLE,24330031600000.0
CREAQ,41993219900021.0,23500,Accompagnement pédagogique des ménages à la transition énergétique,2023-04-13/2023-10-13,Inférieur à 30 000€,aide en numéraire,45097,45029,BORDEAUX METROPOLE,24330031600011.0
CREAQ,41993219900021.0,310000,Subvention de fonctionnement,2022-06-27/2022-12-27,Entre 100 000€ et 500 000€,aide en numéraire,44805,44739,BORDEAUX METROPOLE,24330031600011.0
CREAQ,41993219900039.0,312500,SARE 2024,2024-09-10/2025-03-10,Entre 100 000€ et 500 000€,aide en numéraire,45673,45545,BORDEAUX METROPOLE,24330031600011.0
CREAQ,41993219900021.0,310000,SARE 2023,2023-07-10/2024-01-10,Entre 100 000€ et 500 000€,aide en numéraire,45216,45117,BORDEAUX METROPOLE,24330031600011.0
CREAQ,41993219900021.0,10000,Appel à projet ZZZ zéro déchets,2019-05-02/2019-11-02,Inférieur à 30 000€,aide en numéraire,43636,43587,BORDEAUX METROPOLE,24330031600011.0
CREPAQ,40996896300028.0,40000,Projet Alimentaire Territorial 2023/2024,2023-11-14/2024-05-14,Entre 30 000€ et 100 000€,aide en numéraire,45324,45244,BORDEAUX METROPOLE,24330031600011.0
CREPAQ,40996896300028.0,30000,Frigo zéro gaspi 2024,2024-10-10/2025-04-10,Inférieur à 30 000€,aide en numéraire,45673,45575,BORDEAUX METROPOLE,24330031600011.0
CREPAQ,40996896300028.0,6000,Frigo zéro gaspi,2021-05-25/2021-11-25,Inférieur à 30 000€,aide en numéraire,44418,44341,BORDEAUX METROPOLE,24330031600011.0
CREPAQ,40996896300028.0,20000,Frigo Zéro Gaspi 2023,2023-04-03/2023-10-03,Inférieur à 30 000€,aide en numéraire,45216,45019,BORDEAUX METROPOLE,24330031600011.0
CREPAQ,40996896300010.0,4350,Fonctionnement,2019-06-04/2019-12-04,Inférieur à 30 000€,aide en numéraire,43724,43620,BORDEAUX METROPOLE,24330031600011.0
CRESS,82802334100047.0,50000,aide au fonctionnement,2024-07-02/2025-01-02,Entre 30 000€ et 100 000€,aide en numéraire,45537,45475,BORDEAUX METROPOLE,24330031600011.0
CRESS,82802334100047.0,47500,Aide au fonctionnement,2025-06-02 / 2025-12-02,Entre 30 000€ et 100 000€,Aide en numéraire,45695,45810,BORDEAUX METROPOLE,24330031600011.0
CRESS AQUITAINE,81090958000021.0,200000,Subvention exceptionnelle,2021-01-27/2021-07-27,Entre 100 000€ et 500 000€,aide en numéraire,44229,44223,BORDEAUX METROPOLE,24330031600011.0
CRESS AQUITAINE,81090958000021.0,30000,Fonctionnement,2021-06-29/2021-12-29,Inférieur à 30 000€,aide en numéraire,44418,44382,BORDEAUX METROPOLE,24330031600011.0
CRESS AQUITAINE,81090958000000.0,200000,Subvention exeptionnelle,2021-01-27/2021-07-27,Entre 100 000€ et 500 000€,aide en numéraire,44229,44223,BORDEAUX METROPOLE,24330031600000.0
CRESS NA,82802334100047.0,10000,Action spécifique ESS et Artisanat,2023-09-18/2024-03-18,Inférieur à 30 000€,aide en numéraire,45216,45187,BORDEAUX METROPOLE,24330031600011.0
CRESS NA,82802334100047.0,30000,Subvention de Fonctionnement,2022-06-28/2022-12-28,Inférieur à 30 000€,aide en numéraire,44897,44740,BORDEAUX METROPOLE,24330031600011.0
CRESS NA,82802334100047.0,15000,Subvention de Fonctionnement,2022-11-18/2023-05-18,Inférieur à 30 000€,aide en numéraire,44897,44883,BORDEAUX METROPOLE,24330031600011.0
CRESS NA,82802334100047.0,9500,Aide au fonctionnement,2025-09-02 / 2026-03-02,Inférieur à 30 000€,Aide en numéraire,45911,45902,BORDEAUX METROPOLE,24330031600011.0
CRESS-NA,82802334100047.0,10000,aide au fonctionnement,2024-11-25/2025-05-25,Inférieur à 30 000€,aide en numéraire,45673,45621,BORDEAUX METROPOLE,24330031600011.0
CRIJ NA,30733663600039.0,30400,Subvention de fonctionnement,2022-04-20/2022-10-20,Entre 30 000€ et 100 000€,aide en numéraire,44713,44671,BORDEAUX METROPOLE,24330031600011.0
CRIJ NA,30733663600039.0,5000,La Boussole des Jeunes,2022-11-29/2023-05-29,Inférieur à 30 000€,aide en numéraire,44897,44894,BORDEAUX METROPOLE,24330031600011.0
CRIJ NA,30733663600039.0,800,Plan pauvreté ALADDIN,2021-10-15/2022-04-15,Inférieur à 30 000€,aide en numéraire,44550,44484,BORDEAUX METROPOLE,24330031600011.0
CRIJ NOUVELLE AQUITAINE,30733663600039.0,5000,Fond d'aide au jeune (FAJ),2024-12-31/2025-06-31,Inférieur à 30 000€,aide en numéraire,45673,45657,BORDEAUX METROPOLE,24330031600011.0
CRIJ NOUVELLE AQUITAINE,30733663600039.0,5000,Aide au fonctionnement,2025-10-24 / 2026-04-24,Inférieur à 30 000€,Aide en numéraire,46036,45954,BORDEAUX METROPOLE,24330031600011.0
CRIJNA,30733663600039.0,20000,Aide au fonctionnement,2025-07-08 / 2026-01-08,Inférieur à 30 000€,Aide en numéraire,45911,45846,BORDEAUX METROPOLE,24330031600011.0
CRIJNA,30733663600039.0,30400,Aide au fonctionnement,2025-05-17 / 2025-11-17,Entre 30 000€ et 100 000€,Aide en numéraire,45695,45794,BORDEAUX METROPOLE,24330031600011.0
CRIJNA (centre rég.d'info. Jeunesse Nelle Aquit.),30733663600000.0,30400,Fonctionnement,2020-03-13/2020-09-13,Entre 30 000€ et 100 000€,aide en numéraire,43929,43903,BORDEAUX METROPOLE,24330031600000.0
CRISTOPH HUTIN ARCHITECTURE,79739136400000.0,37500,Biennale archi Venise,2020-11-26/2021-05-26,Entre 30 000€ et 100 000€,aide en numéraire,44166,44161,BORDEAUX METROPOLE,24330031600000.0
CS La Passerelle,48980839400014.0,3000,Projet ALADDIN 2023,2023-04-17/2023-10-17,Inférieur à 30 000€,aide en numéraire,45097,45033,BORDEAUX METROPOLE,24330031600011.0
CSBN,78184921100029.0,3500,Fonctionnement,2019-06-20/2019-12-20,Inférieur à 30 000€,aide en numéraire,43724,43636,BORDEAUX METROPOLE,24330031600011.0
CSDL,41900910500018.0,38000,ESS programme d'actions,2019-06-06/2019-12-06,Entre 30 000€ et 100 000€,aide en numéraire,43636,43622,BORDEAUX METROPOLE,24330031600011.0
CSDL,41900910500018.0,80000,Clinique des TPE,2023-08-25/2024-02-25,Entre 30 000€ et 100 000€,aide en numéraire,45216,45163,BORDEAUX METROPOLE,24330031600011.0
CSDL,41900910500000.0,38000,Fonctionnement,2020-03-27/2020-09-27,Entre 30 000€ et 100 000€,aide en numéraire,43929,43917,BORDEAUX METROPOLE,24330031600000.0
CSDL,41900910500018.0,100000,Subvention de fonctionnement,2022-04-15/2022-10-15,Entre 30 000€ et 100 000€,aide en numéraire,44713,44666,BORDEAUX METROPOLE,24330031600011.0
CSDL,41900910500018.0,47500,Aide au fonctionnement,2025-07-30 / 2026-01-30,Entre 30 000€ et 100 000€,Aide en numéraire,45911,45868,BORDEAUX METROPOLE,24330031600011.0
CSDL CAISSE SOCIALE DEV LOCAL,41900910500018.0,80000,Fonctionnement,2021-01-11/2021-07-11,Entre 30 000€ et 100 000€,aide en numéraire,44229,44207,BORDEAUX METROPOLE,24330031600011.0
CULTIVE TES REVES DE SOLIDARITE,80283678300026.0,45000,AAP SOLIDARITE EAU,2024-12-20/2025-06-20,Entre 30 000€ et 100 000€,aide en numéraire,45673,45646,BORDEAUX METROPOLE,24330031600011.0
CULTURE CULTURES,89488264600017.0,7000,Festival 2021,2021-06-03/2021-12-03,Inférieur à 30 000€,aide en numéraire,44418,44350,BORDEAUX METROPOLE,24330031600011.0
CYBELE,90053354800013.0,42000,Subvention d'investissement,2022-10-25/2023-04-25,Entre 30 000€ et 100 000€,aide en numéraire,44897,44859,BORDEAUX METROPOLE,24330031600011.0
Cycles et Manivelles,80077623900033.0,56000,Maisons Métropolitaines  des Mobilités Alternatives 2024,2024-09-19/2025-03-19,Entre 30 000€ et 100 000€,aide en numéraire,45673,45554,BORDEAUX METROPOLE,24330031600011.0
CYCLES ET MANIVELLES,80077623900033.0,55000,Subvention de Fonctionnement,2022-10-28/2023-04-28,Entre 30 000€ et 100 000€,aide en numéraire,44897,44862,BORDEAUX METROPOLE,24330031600011.0
Cycles et Manivelles,80077623900033.0,5000,AAP Contrat de Ville,2023-08-31/2024-03-02,Inférieur à 30 000€,aide en numéraire,45216,45169,BORDEAUX METROPOLE,24330031600011.0
Cycles et Manivelles,80077623900033.0,55000,MAMMA 2023,2023-08-04/2024-02-04,Entre 30 000€ et 100 000€,aide en numéraire,45216,45142,BORDEAUX METROPOLE,24330031600011.0
CYCLES ET MANIVELLES,80077623900033.0,5000,Programme d'actions CDV 2022,2022-09-05/2023-03-05,Inférieur à 30 000€,aide en numéraire,44897,44809,BORDEAUX METROPOLE,24330031600011.0
CYCLES ET MANIVELLES,80077623900033.0,55000,MAMMA,2021-11-29/2022-05-29,Entre 30 000€ et 100 000€,aide en numéraire,44550,44529,BORDEAUX METROPOLE,24330031600011.0
Cycles et Manivelles,80077623900033.0,5000,AAP Contrat de ville 2024,2024-09-12/2025-03-12,Inférieur à 30 000€,aide en numéraire,45673,45547,BORDEAUX METROPOLE,24330031600011.0
CYCLES ET MANIVELLES,80077623900033.0,9000,AAP CONTRAT LOCAL DES SOLIDARITES,2024-12-23/2025-06-23,Inférieur à 30 000€,Aide en numéraire,45751,45649,BORDEAUX METROPOLE,24330031600011.0
CYCLES ET MANIVELLES,80077623900033.0,54600,Convention pluriannuelle 2025 à 2027 de fonctionnement MAMMA,2025-03-18/2025-09-18,Entre 30 000€ et 100 000€,Aide en numéraire,45751,45734,BORDEAUX METROPOLE,24330031600011.0
CYCLES ET MANIVELLES,33348540700030.0,15000,AAP CONTRAT LOCAL DES SOLIDARITES,2024-12-23/2025-06-23,Inférieur à 30 000€,Aide en numéraire,45751,45649,BORDEAUX METROPOLE,24330031600011.0
CYCLES ET MANIVELLES,80077623900033.0,9000,AAP CLS 2025,2025-08-12 / 2026-02-12,Inférieur à 30 000€,Aide en numéraire,46036,45881,BORDEAUX METROPOLE,24330031600011.0
DEDALE,91344052500024.0,30000,Aide au fonctionnement,2025-06-23 / 2025-12-23,Inférieur à 30 000€,Aide en numéraire,45911,45831,BORDEAUX METROPOLE,24330031600011.0
Dédale,91344052500016.0,30000,Sécurisation des conditions de vie dans les squats et bidonvilles,2023-04-24/2023-10-24,Inférieur à 30 000€,aide en numéraire,45097,45040,BORDEAUX METROPOLE,24330031600011.0
Dédale,91344052500016.0,30000,aide au fonctionnement,2024-06-25/2024-12-25,Inférieur à 30 000€,aide en numéraire,45537,45468,BORDEAUX METROPOLE,24330031600011.0
DEFI,41214436200032.0,18000,Projet ALADDIN 2023,2023-04-17/2023-10-17,Inférieur à 30 000€,aide en numéraire,45097,45033,BORDEAUX METROPOLE,24330031600011.0
DEFI,41214436200032.0,5000,Plan pauvreté ALADDIN,2021-10-25/2022-04-25,Inférieur à 30 000€,aide en numéraire,44550,44494,BORDEAUX METROPOLE,24330031600011.0
DEFI,41214436200032.0,18000,Projet ALLADIN 2022,2022-08-30/2023-02-30,Inférieur à 30 000€,aide en numéraire,44897,44803,BORDEAUX METROPOLE,24330031600011.0
DEFI,41214436200032.0,6500,AAP CONTRAT DE VILLE,2025-08-12 / 2026-02-12,Inférieur à 30 000€,Aide en numéraire,46036,45881,BORDEAUX METROPOLE,24330031600011.0
DEFI,41214436200032.0,10000,AAP CLS 2025,2025-08-12 / 2026-02-12,Inférieur à 30 000€,Aide en numéraire,46036,45881,BORDEAUX METROPOLE,24330031600011.0
DEFI,41214436200032.0,10000,AAP CONTRAT LOCAL DES SOLIDARITES,2024-12-23/2025-06-23,Inférieur à 30 000€,Aide en numéraire,45751,45649,BORDEAUX METROPOLE,24330031600011.0
DES SERRES SANGUINET,37917042600025.0,30000,Aide à l'investissement FILA 2024,2025-03-13/2025-09-13,Inférieur à 30 000€,Aide en numéraire,45695,45729,BORDEAUX METROPOLE,24330031600011.0
DESTINATION MULTIMEDIA,52419833000036.0,25000,Fonctionnement,2021-05-26/2021-11-26,Inférieur à 30 000€,aide en numéraire,44418,44342,BORDEAUX METROPOLE,24330031600011.0
DESTINATION MULTIMEDIA,52419833000036.0,20500,Plan pauvreté ALADDIN,2021-10-20/2022-04-20,Inférieur à 30 000€,aide en numéraire,44550,44489,BORDEAUX METROPOLE,24330031600011.0
Digital Aquitaine,80961975200011.0,57000,Aide au fonctionnement,2023-07-31/2024-01-31,Entre 30 000€ et 100 000€,aide en numéraire,45216,45138,BORDEAUX METROPOLE,24330031600011.0
Digital Aquitaine,80961975200011.0,50000,aide au fonctionnement,2024-07-09/2025-01-09,Entre 30 000€ et 100 000€,aide en numéraire,45537,45482,BORDEAUX METROPOLE,24330031600011.0
DIGITAL AQUITAINE,80961975200011.0,50000,Subvention de fonctionnement,2022-06-28/2022-12-28,Entre 30 000€ et 100 000€,aide en numéraire,44805,44740,BORDEAUX METROPOLE,24330031600011.0
DIGITAL AQUITAINE,80961975200029.0,50000,Fonctionnement,2021-10-22/2022-04-22,Entre 30 000€ et 100 000€,aide en numéraire,44550,44491,BORDEAUX METROPOLE,24330031600011.0
DIGITAL AQUITAINE,80961975200011.0,25000,Fonctionnement,2019-07-02/2020-01-02,Inférieur à 30 000€,aide en numéraire,43724,43648,BORDEAUX METROPOLE,24330031600011.0
DOMAINE DE PEY,39825237900019.0,500,Aide à l'investissement FILA 2024,2025-03-31 / 2025-09-30,Inférieur à 30 000€,Aide en numéraire,45695,45747,BORDEAUX METROPOLE,24330031600011.0
DOMOFRANCE,45820496300029.0,100000,Aide à l'investissement - les Berges de Lissandre,2025-10-21 / 2026-04-21,Entre 30 000€ et 100 000€,Aide en numéraire,46036,45951,BORDEAUX METROPOLE,24330031600011.0
DOMOFRANCE,45820496300029.0,82840,Aide à l'investissement - Résidences étudiante Paul Pascal,2025-10-21 / 2026-04-21,Entre 30 000€ et 100 000€,Aide en numéraire,46036,45951,BORDEAUX METROPOLE,24330031600011.0
DROP DE BETON,41834346300026.0,20000,Subvention de Fonctionnement,2022-01-24/2022-07-24,Inférieur à 30 000€,aide en numéraire,44897,44585,BORDEAUX METROPOLE,24330031600011.0
Dynam'Eau,52824466800034.0,22000,Solidarité Internationale Eau et Assainissement,2023-01-27/2023-07-27,Inférieur à 30 000€,aide en numéraire,45014,44953,BORDEAUX METROPOLE,24330031600011.0
DYNAM'EAU,52824466800042.0,38250,AAP SOLIDARITE EAU,2024-12-20/2025-06-20,Entre 30 000€ et 100 000€,aide en numéraire,45673,45646,BORDEAUX METROPOLE,24330031600011.0
DYNAMEAU,52824466800018.0,38000,Action solidarité internationale eau,2021-10-04/2022-04-04,Entre 30 000€ et 100 000€,aide en numéraire,44550,44473,BORDEAUX METROPOLE,24330031600011.0
E GRAINE NOUVELLE AQUITAINE,82365349800035.0,7000,Aide au fonctionnement,2025-04-16 / 2025-10-16,Inférieur à 30 000€,Aide en numéraire,45911,45763,BORDEAUX METROPOLE,24330031600011.0
E-Graine Nouvelle Aquitaine,82365349800019.0,2000,Ma Métropole engagée pour le climat,2023-04-14/2023-10-14,Inférieur à 30 000€,aide en numéraire,45097,45030,BORDEAUX METROPOLE,24330031600011.0
E-GRAINE NOUVELLE AQUITAINE,82365349800019.0,105000,Vers un quartier Zéro Déchets 2022/2024,2022-07-19/2023-01-19,Entre 100 000€ et 500 000€,aide en numéraire,44805,44761,BORDEAUX METROPOLE,24330031600011.0
e-Graine Nouvelle Aquitaine,82365349800035.0,7000,aide au fonctionnement,2024-02-09/2024-08-09,Inférieur à 30 000€,aide en numéraire,45537,45331,BORDEAUX METROPOLE,24330031600011.0
ECOSITE DU BOURGAILH,44493244600032.0,25000,Fonctionnement,2021-06-01/2021-12-01,Inférieur à 30 000€,aide en numéraire,44418,44348,BORDEAUX METROPOLE,24330031600011.0
Ecosite du Bourgailh,44493244600032.0,25000,Convention pluriannuelle de fonctionnement 2024-2026,2024-02-29/2024-08-29,Inférieur à 30 000€,aide en numéraire,45386,45351,BORDEAUX METROPOLE,24330031600011.0
Electriciens sans Frontières,39452889700280.0,36800,Solidarité Internationale Eau et Assainissement,2023-01-27/2023-07-27,Entre 30 000€ et 100 000€,aide en numéraire,45014,44953,BORDEAUX METROPOLE,24330031600011.0
ELECTRICIENS SANS FRONTIERES AQUITAINE,39452889700000.0,35000,AP international solidarité eau BENIN BONOU,2020-02-20/2020-08-20,Entre 30 000€ et 100 000€,aide en numéraire,44166,43881,BORDEAUX METROPOLE,24330031600000.0
EMMAUS AQUITAINE,39949552200019.0,30000,Subvention de fonctionnement,2021-12-22/2022-06-22,Inférieur à 30 000€,aide en numéraire,44624,44552,BORDEAUX METROPOLE,24330031600011.0
Emmaüs Aquitaine,39949552200019.0,30000,Aide au fonctionnement,2023-10-31/2024-04-31,Inférieur à 30 000€,aide en numéraire,45324,45230,BORDEAUX METROPOLE,24330031600011.0
Emmaüs Aquitaine,39949552200019.0,30000,aide au fonctionnement,2024-11-20/2025-05-20,Inférieur à 30 000€,aide en numéraire,45673,45616,BORDEAUX METROPOLE,24330031600011.0
EMMAUS CONNECT,79227291600034.0,18000,Plan pauvreté ALADDIN,2021-10-20/2022-04-20,Inférieur à 30 000€,aide en numéraire,44550,44489,BORDEAUX METROPOLE,24330031600011.0
Emmaus Connect,79227291600034.0,8000,Projet ALADDIN 2023,2023-04-17/2023-10-17,Inférieur à 30 000€,aide en numéraire,45216,45033,BORDEAUX METROPOLE,24330031600011.0
EMMAUS CONNECT,79227291600034.0,10000,Subventin de fonctionnement,2022-01-24/2022-07-24,Inférieur à 30 000€,aide en numéraire,44624,44585,BORDEAUX METROPOLE,24330031600011.0
EMMAUS CONNECT,79227291600034.0,8000,Projet ALLADIN 2022,2022-09-05/2023-03-05,Inférieur à 30 000€,aide en numéraire,44897,44809,BORDEAUX METROPOLE,24330031600011.0
